sep=;
Execution Time;Execution Time UTC;ISIN;Publication Time;Publication Time UTC;CCY;Venue of execution (MIC Code);Venue of publication (MIC Code);Price notation;Transaction to be cleared;MMT Flags;Transaction ID Code;Price;Volume;Buyer;Seller;Trade type
2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SE0000195810;2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SEK;XSTO;XSTO;MonetaryAmount;N;1K-------PH---;001195823;402.400;195;;;
2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SE0000195810;2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SEK;XSTO;XSTO;MonetaryAmount;N;1K-------PH---;001195822;402.400;106;;;
2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SE0000195810;2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SEK;XSTO;XSTO;MonetaryAmount;N;1K-------P----;001195821;402.400;280;;;
2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SE0000195810;2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SEK;XSTO;XSTO;MonetaryAmount;N;1K-------PH---;001195820;402.400;216;;;
2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SE0000195810;2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SEK;XSTO;XSTO;MonetaryAmount;N;1K-------PH---;001195819;402.400;222;;;
2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SE0000195810;2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SEK;XSTO;XSTO;MonetaryAmount;N;1K-------PH---;001195818;402.400;265;;;
2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SE0000195810;2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SEK;XSTO;XSTO;MonetaryAmount;N;1K-------PH---;001195817;402.400;69;;;
2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SE0000195810;2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SEK;XSTO;XSTO;MonetaryAmount;N;1K-------PH---;001195816;402.400;426;;;
2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SE0000195810;2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SEK;XSTO;XSTO;MonetaryAmount;N;1K-------PH---;001195815;402.400;2;;;
2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SE0000195810;2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SEK;XSTO;XSTO;MonetaryAmount;N;1K-------PH---;001195814;402.400;6;;;
2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SE0000195810;2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SEK;XSTO;XSTO;MonetaryAmount;N;1K-------P----;001195813;402.400;966;;;
2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SE0000195810;2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SEK;XSTO;XSTO;MonetaryAmount;N;1K-------PH---;001195812;402.400;151;;;
2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SE0000195810;2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SEK;XSTO;XSTO;MonetaryAmount;N;1K-------P----;001195811;402.400;721;;;
2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SE0000195810;2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SEK;XSTO;XSTO;MonetaryAmount;N;1K-------P----;001195810;402.400;640;;;
2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SE0000195810;2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SEK;XSTO;XSTO;MonetaryAmount;N;1K-------P----;001195809;402.400;363;;;
2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SE0000195810;2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SEK;XSTO;XSTO;MonetaryAmount;N;1K-------P----;001195808;402.400;345;;;
2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SE0000195810;2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SEK;XSTO;XSTO;MonetaryAmount;N;1K-------PH---;001195807;402.400;213;;;
2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SE0000195810;2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SEK;XSTO;XSTO;MonetaryAmount;N;1K-------P----;001195806;402.400;491;;;
2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SE0000195810;2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SEK;XSTO;XSTO;MonetaryAmount;N;1K-------P----;001195805;402.400;107;;;
2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SE0000195810;2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SEK;XSTO;XSTO;MonetaryAmount;N;1K-------PH---;001195804;402.400;229;;;
2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SE0000195810;2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SEK;XSTO;XSTO;MonetaryAmount;N;1K-------PH---;001195803;402.400;93;;;
2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SE0000195810;2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SEK;XSTO;XSTO;MonetaryAmount;N;1K-------PH---;001195802;402.400;1165;;;
2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SE0000195810;2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SEK;XSTO;XSTO;MonetaryAmount;N;1K-------PH---;001195801;402.400;80;;;
2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SE0000195810;2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SEK;XSTO;XSTO;MonetaryAmount;N;1K-------PH---;001195800;402.400;1110;;;
2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SE0000195810;2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SEK;XSTO;XSTO;MonetaryAmount;N;1K-------PH---;001195799;402.400;598;;;
2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SE0000195810;2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SEK;XSTO;XSTO;MonetaryAmount;N;1K-------PH---;001195798;402.400;459;;;
2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SE0000195810;2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SEK;XSTO;XSTO;MonetaryAmount;N;1K-------PH---;001195797;402.400;190;;;
2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SE0000195810;2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SEK;XSTO;XSTO;MonetaryAmount;N;1K-------PH---;001195796;402.400;1;;;
2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SE0000195810;2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SEK;XSTO;XSTO;MonetaryAmount;N;1K-------PH---;001195795;402.400;107;;;
2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SE0000195810;2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SEK;XSTO;XSTO;MonetaryAmount;N;1K-------PH---;001195794;402.400;426;;;
2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SE0000195810;2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SEK;XSTO;XSTO;MonetaryAmount;N;1K-------PH---;001195793;402.400;25;;;
2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SE0000195810;2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SEK;XSTO;XSTO;MonetaryAmount;N;1K-------PH---;001195792;402.400;132;;;
2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SE0000195810;2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SEK;XSTO;XSTO;MonetaryAmount;N;1K-------PH---;001195791;402.400;78;;;
2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SE0000195810;2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SEK;XSTO;XSTO;MonetaryAmount;N;1K-------PH---;001195790;402.400;100;;;
2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SE0000195810;2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SEK;XSTO;XSTO;MonetaryAmount;N;1K-------PH---;001195789;402.400;38;;;
2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SE0000195810;2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SEK;XSTO;XSTO;MonetaryAmount;N;1K-------PH---;001195788;402.400;3877;;;
2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SE0000195810;2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SEK;XSTO;XSTO;MonetaryAmount;N;1K-------PH---;001195787;402.400;514;;;
2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SE0000195810;2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SEK;XSTO;XSTO;MonetaryAmount;N;1K-------PH---;001195786;402.400;75;;;
2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SE0000195810;2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SEK;XSTO;XSTO;MonetaryAmount;N;1K-------PH---;001195785;402.400;15;;;
2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SE0000195810;2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SEK;XSTO;XSTO;MonetaryAmount;N;1K-------PH---;001195784;402.400;84;;;
2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SE0000195810;2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SEK;XSTO;XSTO;MonetaryAmount;N;1K-------PH---;001195783;402.400;41;;;
2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SE0000195810;2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SEK;XSTO;XSTO;MonetaryAmount;N;1K-------PH---;001195782;402.400;121;;;
2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SE0000195810;2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SEK;XSTO;XSTO;MonetaryAmount;N;1K-------PH---;001195781;402.400;295;;;
2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SE0000195810;2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SEK;XSTO;XSTO;MonetaryAmount;N;1K-------PH---;001195780;402.400;1;;;
2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SE0000195810;2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SEK;XSTO;XSTO;MonetaryAmount;N;1K-------PH---;001195779;402.400;56;;;
2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SE0000195810;2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SEK;XSTO;XSTO;MonetaryAmount;N;1K-------PH---;001195778;402.400;1251;;;
2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SE0000195810;2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SEK;XSTO;XSTO;MonetaryAmount;N;1K-------PH---;001195777;402.400;182;;;
2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SE0000195810;2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SEK;XSTO;XSTO;MonetaryAmount;N;1K-------PH---;001195776;402.400;133;;;
2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SE0000195810;2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SEK;XSTO;XSTO;MonetaryAmount;N;1K-------PH---;001195775;402.400;149;;;
2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SE0000195810;2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SEK;XSTO;XSTO;MonetaryAmount;N;1K-------PH---;001195774;402.400;4;;;
2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SE0000195810;2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SEK;XSTO;XSTO;MonetaryAmount;N;1K-------PH---;001195773;402.400;195;;;
2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SE0000195810;2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SEK;XSTO;XSTO;MonetaryAmount;N;1K-------PH---;001195772;402.400;256;;;
2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SE0000195810;2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SEK;XSTO;XSTO;MonetaryAmount;N;1K-------PH---;001195771;402.400;21;;;
2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SE0000195810;2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SEK;XSTO;XSTO;MonetaryAmount;N;1K-------PH---;001195770;402.400;5;;;
2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SE0000195810;2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SEK;XSTO;XSTO;MonetaryAmount;N;1K-------PH---;001195769;402.400;14;;;
2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SE0000195810;2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SEK;XSTO;XSTO;MonetaryAmount;N;1K-------PH---;001195768;402.400;33;;;
2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SE0000195810;2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SEK;XSTO;XSTO;MonetaryAmount;N;1K-------PH---;001195767;402.400;208;;;
2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SE0000195810;2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SEK;XSTO;XSTO;MonetaryAmount;N;1K-------PH---;001195766;402.400;7;;;
2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SE0000195810;2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SEK;XSTO;XSTO;MonetaryAmount;N;1K-------PH---;001195765;402.400;226;;;
2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SE0000195810;2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SEK;XSTO;XSTO;MonetaryAmount;N;1K-------P----;001195764;402.400;2;;;
2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SE0000195810;2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SEK;XSTO;XSTO;MonetaryAmount;N;1K-------P----;001195763;402.400;764;;;
2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SE0000195810;2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SEK;XSTO;XSTO;MonetaryAmount;N;1K-------P----;001195762;402.400;1870;;;
2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SE0000195810;2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SEK;XSTO;XSTO;MonetaryAmount;N;1K-------PH---;001195761;402.400;153;;;
2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SE0000195810;2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SEK;XSTO;XSTO;MonetaryAmount;N;1K-------P----;001195760;402.400;117;;;
2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SE0000195810;2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SEK;XSTO;XSTO;MonetaryAmount;N;1K-------PH---;001195759;402.400;70;;;
2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SE0000195810;2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SEK;XSTO;XSTO;MonetaryAmount;N;1K-------P----;001195758;402.400;979;;;
2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SE0000195810;2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SEK;XSTO;XSTO;MonetaryAmount;N;1K-------PH---;001195757;402.400;97;;;
2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SE0000195810;2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SEK;XSTO;XSTO;MonetaryAmount;N;1K-------PH---;001195756;402.400;499;;;
2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SE0000195810;2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SEK;XSTO;XSTO;MonetaryAmount;N;1K-------PH---;001195755;402.400;434;;;
2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SE0000195810;2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SEK;XSTO;XSTO;MonetaryAmount;N;1K-------PH---;001195754;402.400;652;;;
2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SE0000195810;2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SEK;XSTO;XSTO;MonetaryAmount;N;1K-------PH---;001195753;402.400;620;;;
2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SE0000195810;2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SEK;XSTO;XSTO;MonetaryAmount;N;1K-------PH---;001195752;402.400;120;;;
2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SE0000195810;2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SEK;XSTO;XSTO;MonetaryAmount;N;1K-------PH---;001195751;402.400;129;;;
2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SE0000195810;2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SEK;XSTO;XSTO;MonetaryAmount;N;1K-------PH---;001195750;402.400;489;;;
2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SE0000195810;2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SEK;XSTO;XSTO;MonetaryAmount;N;1K-------PH---;001195749;402.400;14;;;
2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SE0000195810;2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SEK;XSTO;XSTO;MonetaryAmount;N;1K-------PH---;001195748;402.400;488;;;
2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SE0000195810;2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SEK;XSTO;XSTO;MonetaryAmount;N;1K-------PH---;001195747;402.400;13;;;
2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SE0000195810;2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SEK;XSTO;XSTO;MonetaryAmount;N;1K-------PH---;001195746;402.400;28;;;
2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SE0000195810;2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SEK;XSTO;XSTO;MonetaryAmount;N;1K-------PH---;001195745;402.400;100;;;
2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SE0000195810;2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SEK;XSTO;XSTO;MonetaryAmount;N;1K-------PH---;001195744;402.400;115;;;
2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SE0000195810;2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SEK;XSTO;XSTO;MonetaryAmount;N;1K-------P----;001195743;402.400;1384;;;
2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SE0000195810;2021-08-31 17:29:49;2021-08-31T15:29:49.420000Z;SEK;XSTO;XSTO;MonetaryAmount;N;1K-------PH---;001195742;402.400;42;;;
2021-08-31 17:24:41;2021-08-31T15:24:41.727000Z;SE0000195810;2021-08-31 17:24:41;2021-08-31T15:24:41.727000Z;SEK;XSTO;XSTO;MonetaryAmount;N;12-------PH---;001168964;401.400;10;;;
2021-08-31 17:24:38;2021-08-31T15:24:38.723000Z;SE0000195810;2021-08-31 17:24:38;2021-08-31T15:24:38.723000Z;SEK;XSTO;XSTO;MonetaryAmount;N;12-------PH---;001168607;401.800;27;;;
2021-08-31 17:24:35;2021-08-31T15:24:35.760000Z;SE0000195810;2021-08-31 17:24:35;2021-08-31T15:24:35.760000Z;SEK;XSTO;XSTO;MonetaryAmount;N;12-------PH---;001168352;401.800;120;;;
2021-08-31 17:24:35;2021-08-31T15:24:35.740000Z;SE0000195810;2021-08-31 17:24:35;2021-08-31T15:24:35.740000Z;SEK;XSTO;XSTO;MonetaryAmount;N;12-------PH---;001168350;401.400;52;;;
2021-08-31 17:24:35;2021-08-31T15:24:35.740000Z;SE0000195810;2021-08-31 17:24:35;2021-08-31T15:24:35.740000Z;SEK;XSTO;XSTO;MonetaryAmount;N;12-------PH---;001168349;401.400;36;;;
2021-08-31 17:24:35;2021-08-31T15:24:35.740000Z;SE0000195810;2021-08-31 17:24:35;2021-08-31T15:24:35.740000Z;SEK;XSTO;XSTO;MonetaryAmount;N;12-------PH---;001168348;401.400;120;;;
2021-08-31 17:24:35;2021-08-31T15:24:35.720000Z;SE0000195810;2021-08-31 17:24:35;2021-08-31T15:24:35.720000Z;SEK;XSTO;XSTO;MonetaryAmount;N;12-------PH---;001168344;401.600;3;;;
2021-08-31 17:24:35;2021-08-31T15:24:35.720000Z;SE0000195810;2021-08-31 17:24:35;2021-08-31T15:24:35.720000Z;SEK;XSTO;XSTO;MonetaryAmount;N;12-------PH---;001168343;401.600;10;;;
2021-08-31 17:24:35;2021-08-31T15:24:35.720000Z;SE0000195810;2021-08-31 17:24:35;2021-08-31T15:24:35.720000Z;SEK;XSTO;XSTO;MonetaryAmount;N;12-------PH---;001168342;401.600;9;;;
2021-08-31 17:24:35;2021-08-31T15:24:35.720000Z;SE0000195810;2021-08-31 17:24:35;2021-08-31T15:24:35.720000Z;SEK;XSTO;XSTO;MonetaryAmount;N;12-------PH---;001168341;401.600;8;;;
2021-08-31 17:24:35;2021-08-31T15:24:35.720000Z;SE0000195810;2021-08-31 17:24:35;2021-08-31T15:24:35.720000Z;SEK;XSTO;XSTO;MonetaryAmount;N;12-------PH---;001168340;401.600;2;;;
2021-08-31 17:24:35;2021-08-31T15:24:35.720000Z;SE0000195810;2021-08-31 17:24:35;2021-08-31T15:24:35.720000Z;SEK;XSTO;XSTO;MonetaryAmount;N;12-------PH---;001168339;401.600;19;;;
2021-08-31 17:24:35;2021-08-31T15:24:35.720000Z;SE0000195810;2021-08-31 17:24:35;2021-08-31T15:24:35.720000Z;SEK;XSTO;XSTO;MonetaryAmount;N;12-------PH---;001168338;401.600;35;;;
2021-08-31 17:24:35;2021-08-31T15:24:35.020000Z;SE0000195810;2021-08-31 17:24:35;2021-08-31T15:24:35.020000Z;SEK;XSTO;XSTO;MonetaryAmount;N;12-------PH---;001168278;401.800;37;;;
2021-08-31 17:24:16;2021-08-31T15:24:16.497000Z;SE0000195810;2021-08-31 17:24:16;2021-08-31T15:24:16.497000Z;SEK;XSTO;XSTO;MonetaryAmount;N;12-------PH---;001166763;401.600;55;;;
2021-08-31 17:24:16;2021-08-31T15:24:16.477000Z;SE0000195810;2021-08-31 17:24:16;2021-08-31T15:24:16.477000Z;SEK;XSTO;XSTO;MonetaryAmount;N;12-------PH---;001166762;401.600;13;;;
2021-08-31 17:24:16;2021-08-31T15:24:16.477000Z;SE0000195810;2021-08-31 17:24:16;2021-08-31T15:24:16.477000Z;SEK;XSTO;XSTO;MonetaryAmount;N;12-------PH---;001166761;401.600;11;;;
2021-08-31 17:24:16;2021-08-31T15:24:16.477000Z;SE0000195810;2021-08-31 17:24:16;2021-08-31T15:24:16.477000Z;SEK;XSTO;XSTO;MonetaryAmount;N;12-------PH---;001166760;401.600;4;;;
2021-08-31 17:24:16;2021-08-31T15:24:16.477000Z;SE0000195810;2021-08-31 17:24:16;2021-08-31T15:24:16.477000Z;SEK;XSTO;XSTO;MonetaryAmount;N;12-------PH---;001166759;401.400;19;;;
2021-08-31 17:24:16;2021-08-31T15:24:16.457000Z;SE0000195810;2021-08-31 17:24:16;2021-08-31T15:24:16.457000Z;SEK;XSTO;XSTO;MonetaryAmount;N;12-------PH---;001166757;401.400;164;;;
2021-08-31 17:24:16;2021-08-31T15:24:16.457000Z;SE0000195810;2021-08-31 17:24:16;2021-08-31T15:24:16.457000Z;SEK;XSTO;XSTO;MonetaryAmount;N;12-------PH---;001166756;401.400;96;;;
2021-08-31 17:23:39;2021-08-31T15:23:39.487000Z;SE0000195810;2021-08-31 17:23:39;2021-08-31T15:23:39.487000Z;SEK;XSTO;XSTO;MonetaryAmount;N;12-------PH---;001164167;401.200;18;;;
2021-08-31 17:23:39;2021-08-31T15:23:39.487000Z;SE0000195810;2021-08-31 17:23:39;2021-08-31T15:23:39.487000Z;SEK;XSTO;XSTO;MonetaryAmount;N;12-------PH---;001164166;401.200;82;;;
2021-08-31 17:23:38;2021-08-31T15:23:38.903000Z;SE0000195810;2021-08-31 17:23:38;2021-08-31T15:23:38.903000Z;SEK;XSTO;XSTO;MonetaryAmount;N;12-------PH---;001164134;401.200;60;;;
2021-08-31 17:23:38;2021-08-31T15:23:38.527000Z;SE0000195810;2021-08-31 17:23:38;2021-08-31T15:23:38.527000Z;SEK;XSTO;XSTO;MonetaryAmount;N;12-------PH---;001164095;401.200;119;;;
2021-08-31 17:23:38;2021-08-31T15:23:38.503000Z;SE0000195810;2021-08-31 17:23:38;2021-08-31T15:23:38.503000Z;SEK;XSTO;XSTO;MonetaryAmount;N;12-------PH---;001164092;401.200;5;;;
2021-08-31 17:23:38;2021-08-31T15:23:38.503000Z;SE0000195810;2021-08-31 17:23:38;2021-08-31T15:23:38.503000Z;SEK;XSTO;XSTO;MonetaryAmount;N;12-------PH---;001164091;401.200;91;;;
2021-08-31 17:23:38;2021-08-31T15:23:38.503000Z;SE0000195810;2021-08-31 17:23:38;2021-08-31T15:23:38.503000Z;SEK;XSTO;XSTO;MonetaryAmount;N;12-------PH---;001164090;401.200;11;;;
2021-08-31 17:23:32;2021-08-31T15:23:32.960000Z;SE0000195810;2021-08-31 17:23:32;2021-08-31T15:23:32.960000Z;SEK;XSTO;XSTO;MonetaryAmount;N;12-------PH---;001163747;401.400;10;;;
2021-08-31 17:23:32;2021-08-31T15:23:32.590000Z;SE0000195810;2021-08-31 17:23:32;2021-08-31T15:23:32.590000Z;SEK;XSTO;XSTO;MonetaryAmount;N;12-------PH---;001163736;401.400;44;;;
2021-08-31 17:23:32;2021-08-31T15:23:32.590000Z;SE0000195810;2021-08-31 17:23:32;2021-08-31T15:23:32.590000Z;SEK;XSTO;XSTO;MonetaryAmount;N;12-------P----;001163735;401.400;30;;;
2021-08-31 17:23:25;2021-08-31T15:23:25.513000Z;SE0000195810;2021-08-31 17:23:25;2021-08-31T15:23:25.513000Z;SEK;XSTO;XSTO;MonetaryAmount;N;12-------PH---;001163332;401.200;12;;;
2021-08-31 17:23:22;2021-08-31T15:23:22.153000Z;SE0000195810;2021-08-31 17:23:22;2021-08-31T15:23:22.153000Z;SEK;XSTO;XSTO;MonetaryAmount;N;12-------PH---;001163142;401.200;96;;;
2021-08-31 17:23:22;2021-08-31T15:23:22.107000Z;SE0000195810;2021-08-31 17:23:22;2021-08-31T15:23:22.107000Z;SEK;XSTO;XSTO;MonetaryAmount;N;12-------PH---;001163140;401.200;2;;;
2021-08-31 17:23:22;2021-08-31T15:23:22.067000Z;SE0000195810;2021-08-31 17:23:22;2021-08-31T15:23:22.067000Z;SEK;XSTO;XSTO;MonetaryAmount;N;12-------PH---;001163137;401.200;12;;;
2021-08-31 17:23:22;2021-08-31T15:23:22.067000Z;SE0000195810;2021-08-31 17:23:22;2021-08-31T15:23:22.067000Z;SEK;XSTO;XSTO;MonetaryAmount;N;12-------PH---;001163136;401.200;2;;;
2021-08-31 17:23:22;2021-08-31T15:23:22.067000Z;SE0000195810;2021-08-31 17:23:22;2021-08-31T15:23:22.067000Z;SEK;XSTO;XSTO;MonetaryAmount;N;12-------PH---;001163135;401.200;18;;;
2021-08-31 17:23:22;2021-08-31T15:23:22.063000Z;SE0000195810;2021-08-31 17:23:22;2021-08-31T15:23:22.063000Z;SEK;XSTO;XSTO;MonetaryAmount;N;12-------PH---;001163134;401.200;5;;;
2021-08-31 17:23:22;2021-08-31T15:23:22.063000Z;SE0000195810;2021-08-31 17:23:22;2021-08-31T15:23:22.063000Z;SEK;XSTO;XSTO;MonetaryAmount;N;12-------PH---;001163133;401.200;5;;;
